"player","nation","pos","team","played_90s","pass_att","live_pass","dead_pass","free_kicks","through_balls","switches","crosses","throw_ins","corners","inswingers","outswingers","straight_corners","pass_comp","pass_offside","pass_block"
"Cristiano Biraghi","ITA","DF","Torino","12.9","717","536","178","38","0","5","107","100","40","23","15","0","513","3","17"
"Cristiano Biraghi","ITA","DF","Fiorentina","4.8","309","246","60","28","0","3","30","8","22","7","8","1","259","3","5"
"Samuele Birindelli","ITA","DF,MF","Monza","16.3","621","534","85","5","0","1","64","80","0","0","0","0","470","2","17"
"Bjarki Bjarkason","ISL","DF,MF","Venezia","1.8","89","83","6","0","1","1","7","6","0","0","0","0","78","0","3"
"Emil Bohinen","NOR","MF","Genoa","1.8","86","85","1","1","0","1","0","0","0","0","0","0","69","0","3"
"Warren Bondo","FRA","MF","Monza","18.0","615","595","19","14","0","4","7","3","0","0","0","0","547","1","9"
"Warren Bondo","FRA","MF","Milan","1.8","84","82","2","2","0","0","1","0","0","0","0","0","77","0","1"
"Kevin Bonifazi","ITA","DF","Lecce","0.7","42","38","4","3","0","1","0","0","0","0","0","0","37","0","0"
"Ange-Yoan Bonny","FRA","FW","Parma","28.1","573","520","52","2","3","3","14","1","3","0","0","0","431","1","19"
"Edoardo Bove","ITA","MF,FW","Fiorentina","9.3","344","321","19","15","1","3","2","3","1","0","0","0","282","4","13"
