"player","nation","pos","team","played_90s","touches","touches_def_pen","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen","take_ons_att","take_ons_succ","take_ons_tackled","carries","carry_dist","prog_carry_dist","prog_carries","carries_final_3rd","carries_att_pen","miscontrols","dispossessed","passes_rec","prog_passes_rec"
"Axel Tuanzebe","COD","DF","Ipswich Town","19.0","971","97","407","426","145","8","10","4","6","402","1698","826","10","7","1","11","1","516","15"
"Destiny Udogie","ITA","DF","Tottenham","21.4","1376","63","394","609","389","49","32","13","16","758","4340","2352","54","40","12","37","19","819","94"
"Manuel Ugarte Ribeiro","URU","MF","Manchester Utd","19.8","1161","46","331","639","211","16","32","18","10","668","2883","1347","16","16","1","32","25","728","20"
"Lesley Ugochukwu","FRA","MF","Southampton","18.4","879","50","215","501","169","24","28","19","8","479","2565","1229","29","15","6","12","13","600","20"
"Enes Ünal","TUR","FW,MF","Bournemouth","3.8","172","6","14","63","95","26","12","1","10","91","261","95","4","3","1","17","13","133","22"
"Virgil van Dijk","NED","DF","Liverpool","37.0","3301","450","1318","1827","166","48","5","3","2","1856","8754","4846","22","24","3","10","5","2281","6"
"Jamie Vardy","ENG","FW","Leicester City","31.4","586","30","61","272","260","111","23","11","10","285","1504","717","29","13","16","34","14","382","120"
"Renato Veiga","POR","DF,MF","Chelsea","2.0","167","2","61","82","27","3","5","3","2","85","417","144","4","5","1","1","0","110","3"
"Joël Veltman","NED","DF","Brighton","18.9","1133","65","332","558","253","10","15","4","5","548","2917","1521","32","25","3","19","7","626","34"
"Micky van de Ven","NED","DF","Tottenham","11.3","895","110","460","408","36","9","8","4","4","620","2883","1407","8","10","1","5","5","651","1"
"Bart Verbruggen","NED","GK","Brighton","36.0","1406","1109","1392","14","0","0","2","2","0","955","3507","1804","0","1","1","2","0","909","0"
"Jannik Vestergaard","DEN","DF","Leicester City","15.5","1092","196","572","497","28","10","4","4","0","672","2932","1458","3","3","0","2","0","757","2"
"Guglielmo Vicario","ITA","GK","Tottenham","24.0","928","626","910","18","0","0","1","1","0","661","3067","1700","0","0","0","0","0","597","0"
"Carlos Vinícius","BRA","MF,FW","Fulham","0.2","7","0","1","3","3","2","1","1","0","7","24","11","1","0","1","1","0","6","3"
"Kyle Walker","ENG","DF","Manchester City","10.8","892","26","197","473","228","5","6","3","2","499","2284","1106","12","13","0","9","2","630","11"
"Kyle Walker-Peters","ENG","DF","Southampton","32.4","2022","151","615","884","540","59","92","38","39","1271","7917","4373","114","72","24","32","39","1433","144"
"Christian Walton","ENG","GK","Ipswich Town","7.0","272","248","271","1","0","0","0","0","0","143","699","384","0","0","0","0","0","131","0"
"Aaron Wan-Bissaka","ENG","DF","West Ham","35.0","2256","147","682","969","637","48","122","64","43","1092","6700","3661","110","65","15","35","22","1322","167"
"Danny Ward","WAL","GK","Leicester City","1.5","55","40","55","0","0","0","1","0","1","44","176","107","0","0","0","0","0","35","0"
"Joel Ward","ENG","DF","Crystal Palace","0.8","32","3","17","15","1","0","1","0","1","15","43","15","0","0","0","0","0","16","1"
"James Ward-Prowse","ENG","MF","West Ham","11.5","849","30","180","513","158","11","5","2","3","427","1999","845","11","16","0","3","6","593","9"
"James Ward-Prowse","ENG","MF","Nott'ham Forest","4.4","205","13","49","115","45","1","0","0","0","92","407","170","1","3","0","3","3","115","3"
"Ollie Watkins","ENG","FW","Aston Villa","28.9","695","18","50","248","407","168","41","10","27","409","2243","1125","55","21","38","60","50","552","165"
"Adam Webster","ENG","DF","Brighton","9.9","824","119","389","399","43","15","3","1","2","476","2600","1475","8","6","0","5","1","552","2"
"Danny Welbeck","ENG","FW","Brighton","23.5","726","18","58","318","356","102","37","13","21","448","2065","890","21","23","8","49","28","547","95"
"Welington","BRA","DF","Southampton","5.4","276","31","113","102","64","3","9","5","3","100","389","197","5","4","1","9","4","120","19"
"Timo Werner","GER","FW,MF","Tottenham","5.7","298","8","24","78","203","33","19","10","8","215","1768","1062","42","24","18","14","6","227","89"
"Adam Wharton","ENG","MF","Crystal Palace","14.6","872","30","204","463","212","11","10","2","8","430","2014","1078","14","23","2","17","13","533","11"
"Ben White","ENG","DF","Arsenal","13.3","813","55","214","367","238","28","6","0","5","394","1617","953","23","16","4","10","6","494","42"
"Mats Wieffer","NED","DF,MF","Brighton","11.3","867","55","223","450","206","22","15","7","7","483","2351","1051","18","20","1","19","9","533","23"
"Neco Williams","WAL","DF","Nott'ham Forest","28.8","1565","155","558","574","453","45","46","18","19","650","3952","2169","68","28","16","36","21","744","103"
"Willian","BRA","FW,MF","Fulham","2.9","231","1","18","83","134","7","7","1","4","148","1005","503","11","10","2","3","1","183","33"
"Joe Willock","ENG","MF,FW","Newcastle Utd","12.1","533","12","74","231","239","55","35","12","17","325","2217","1034","38","28","16","37","23","372","86"
"Callum Wilson","ENG","FW","Newcastle Utd","4.1","95","1","5","55","38","19","7","1","4","47","243","105","5","4","5","16","12","60","17"
"Harry Wilson","WAL","FW,MF","Fulham","12.9","598","11","81","203","324","63","24","9","10","342","1879","864","22","18","11","19","6","390","96"
"Harry Winks","ENG","MF","Leicester City","17.1","1158","49","275","746","151","1","12","3","8","696","3268","1522","19","13","0","13","8","827","11"
"Ben Winterburn","ENG","MF,FW","Bournemouth","0.3","9","0","2","5","2","1","0","0","0","6","50","40","2","0","1","0","0","6","2"
"Yoane Wissa","COD","FW","Brentford","32.4","925","34","136","376","432","163","49","15","24","550","3469","1662","60","26","34","77","35","658","154"
"Chris Wood","NZL","FW","Nott'ham Forest","32.9","770","40","89","361","322","105","13","4","8","376","1279","506","14","11","5","75","28","563","94"
"Nathan Wood-Gordon","ENG","DF","Southampton","8.6","564","75","282","255","28","3","6","4","1","313","1352","535","2","6","0","5","1","419","0"
"Luke Woolfenden","ENG","DF","Ipswich Town","13.2","694","147","407","278","9","3","0","0","0","368","2118","1249","7","3","0","4","0","442","0"
"Yehor Yarmoliuk","UKR","MF","Brentford","16.1","960","61","277","501","203","15","27","13","11","520","2790","908","15","19","3","26","21","599","47"
"Ryan Yates","ENG","MF","Nott'ham Forest","21.3","1041","80","276","510","266","41","18","9","5","425","2079","934","18","19","1","24","18","545","16"
"Leny Yoro","FRA","DF","Manchester Utd","12.9","894","87","413","414","70","13","4","2","2","614","3173","1765","19","13","1","3","4","656","4"
"Ashley Young","ENG","DF","Everton","20.8","1194","61","369","528","305","9","20","7","9","487","2447","1378","24","26","1","11","1","618","32"
"Illia Zabarnyi","UKR","DF","Bournemouth","34.5","2062","234","929","1078","77","16","9","6","2","1282","8351","4948","27","21","0","14","3","1306","4"
"Oleksandr Zinchenko","UKR","DF,MF","Arsenal","5.9","499","16","86","233","181","20","5","3","1","281","1348","573","10","8","3","3","4","348","14"
"Joshua Zirkzee","NED","FW,MF","Manchester Utd","15.6","587","16","71","303","219","56","35","11","24","327","1483","523","14","21","4","41","30","418","69"
"Martin Ødegaard","NOR","MF","Arsenal","25.8","1694","9","126","708","875","115","59","25","32","1174","7444","3772","92","85","26","38","40","1336","154"
"Junior Adamu","AUT","FW","Freiburg","17.2","534","21","53","252","234","80","29","10","18","275","1026","349","8","5","4","59","24","350","84"
"Karim Adeyemi","GER","FW,MF","Dortmund","15.9","636","9","51","231","365","88","94","40","49","417","3230","1543","68","36","41","43","31","465","153"
"Amine Adli","MAR","MF,FW","Leverkusen","8.5","468","4","40","152","286","53","32","15","16","248","1501","838","37","25","11","20","6","350","100"
"Oladapo Afolayan","ENG","FW,MF","St. Pauli","18.2","741","13","84","304","365","62","98","48","43","495","3452","1392","53","43","28","63","45","555","108"
"Felix Agu","NGA","DF","Werder Bremen","19.5","1045","48","315","465","270","37","35","9","19","545","2589","1278","33","12","8","33","12","605","105"
"Erik Ahlstrand","SWE","FW,MF","St. Pauli","0.5","22","0","2","10","10","2","0","0","0","12","68","26","1","2","0","3","0","14","3"
"Kevin Akpoguma","NGA","DF","Hoffenheim","24.7","1692","227","759","830","115","5","15","8","6","892","3929","1772","14","15","0","11","9","1025","16"
"Andreas Albers","DEN","FW","St. Pauli","0.7","44","0","2","17","26","8","3","2","0","24","129","18","1","0","0","4","6","40","6"
"Ben Alexander Voll","GER","GK","St. Pauli","1.0","52","46","52","0","0","0","0","0","0","33","185","120","0","0","0","0","0","23","0"
"Skelly Alvero","FRA","MF","Werder Bremen","2.6","136","15","49","68","19","2","3","2","1","70","306","132","1","1","0","6","4","74","0"
"Aurele Amenda","SUI","DF","Eint Frankfurt","1.1","89","13","42","42","6","1","1","1","0","46","186","72","1","0","0","1","0","52","1"
"Nadiem Amiri","GER","MF","Mainz 05","27.5","2093","45","360","1159","604","49","67","32","31","1134","5414","2578","50","43","14","42","27","1307","64"
"Mohamed Amoura","ALG","FW","Wolfsburg","27.4","1106","17","119","385","629","127","91","37","48","628","4108","2067","81","46","35","86","18","733","244"
"Robert Andrich","GER","MF,DF","Leverkusen","17.8","1114","45","252","646","220","20","5","2","1","526","2140","886","8","14","1","7","1","792","17"
"Waldemar Anton","GER","DF","Dortmund","21.7","2126","189","793","1162","179","32","24","20","2","1386","6989","3497","32","28","0","21","9","1542","28"
"Maximilian Arnold","GER","MF","Wolfsburg","26.2","1576","86","356","927","308","7","6","1","3","787","3069","1200","9","11","0","18","11","885","16"
"Jann-Fiete Arp","GER","FW,MF","Holstein Kiel","7.9","303","9","43","115","151","28","32","14","16","158","929","344","14","10","3","34","16","179","66"
"Arthur","BRA","DF","Leverkusen","8.4","508","15","119","220","173","13","24","5","19","242","1264","698","15","14","2","13","6","309","53"
"Noah Atubolu","GER","GK","Freiburg","25.6","1198","918","1188","11","0","0","0","0","0","680","3599","1803","0","0","0","0","0","680","0"
"Ayman Azhil","MAR","MF","Dortmund","0.3","9","0","2","4","3","0","1","0","1","4","12","0","0","0","0","1","1","5","1"
"Adam Aznou","MAR","DF","Bayern Munich","0.2","18","1","1","7","11","0","0","0","0","12","40","16","0","2","0","0","0","14","2"
"Aliou Badara Baldé","GUI","MF,FW","Bochum","1.0","43","0","2","18","25","2","9","2","6","30","207","129","2","4","0","5","3","29","5"
"Ridle Baku","GER","FW,MF","Wolfsburg","13.0","646","15","112","307","234","34","20","9","10","352","1626","643","16","9","8","15","10","391","78"
"Ridle Baku","GER","DF,MF","RB Leipzig","14.2","796","32","151","356","295","32","24","16","6","383","1742","863","21","17","3","26","14","503","97"
"Samuel Bamba","GER","FW,MF","Bochum","0.3","31","0","2","11","19","1","4","1","3","20","134","69","3","2","1","3","0","22","8"
"Noahkai Banks","USA","DF","Augsburg","3.1","229","23","94","124","14","2","1","0","1","123","580","253","2","5","0","2","1","129","3"
"Scott Banks","SCO","FW,MF","St. Pauli","1.3","48","2","11","12","26","6","7","2","3","24","151","63","3","1","3","0","2","28","8"
"Aymen Barkok","MAR","MF","Mainz 05","0.8","47","2","9","22","17","1","3","0","2","22","139","75","2","0","0","0","0","29","6"
"Michy Batshuayi","BEL","FW","Eint Frankfurt","3.3","101","1","8","57","37","14","7","2","5","60","319","103","3","2","2","11","1","67","15"
"Maximilian Bauer","GER","DF","Augsburg","7.3","422","45","177","222","24","3","0","0","0","216","991","539","4","4","0","6","2","260","7"
"Oliver Baumann","GER","GK","Hoffenheim","28.0","1147","901","1123","25","0","0","1","1","0","678","3213","1803","0","0","0","0","0","574","0"
"Christoph Baumgartner","AUT","MF","RB Leipzig","17.9","910","49","167","451","311","65","42","17","19","438","2576","1434","37","35","7","47","31","575","95"
"Ihlas Bebou","TOG","MF","Hoffenheim","0.1","5","0","0","2","3","1","0","0","0","4","6","1","0","0","0","1","0","5","0"
"Adrian Beck","GER","MF,FW","Heidenheim","17.8","962","23","184","502","296","53","75","40","30","553","3077","1192","37","17","11","42","26","584","83"
"Timo Becker","GER","DF","Holstein Kiel","27.2","1325","135","682","519","142","28","26","12","14","588","3394","1709","28","26","1","28","10","684","38"
"Hannes Behrens","GER","DF","Hoffenheim","0.3","27","0","2","11","14","2","1","1","0","13","59","25","0","1","0","2","0","13","7"
"Kevin Behrens","GER","FW","Wolfsburg","1.9","106","2","7","45","54","16","1","0","1","41","165","80","2","1","1","10","1","81","18"
"Maximilian Beier","GER","FW,MF","Dortmund","17.7","618","16","73","245","308","88","51","22","27","338","1481","748","24","12","9","39","26","423","124"
"Stefan Bell","GER","DF","Mainz 05","16.0","952","129","514","402","41","30","6","2","3","415","1963","991","8","1","1","13","4","484","5"
"Jeanuël Belocian","FRA","DF,MF","Leverkusen","0.8","44","2","9","20","15","1","1","1","0","16","89","39","0","2","0","2","0","32","1"
"László Bénes","SVK","MF,FW","Union Berlin","6.5","400","1","53","189","160","13","5","1","4","207","788","352","6","7","3","8","5","247","34"
"Ramy Bensebaini","ALG","DF","Dortmund","22.5","1766","110","513","914","349","36","18","5","11","941","3896","1924","26","32","2","16","6","1094","58"
"Mergim Berisha","GER","FW,MF","Hoffenheim","3.7","93","5","11","35","47","12","8","3","5","60","195","78","2","3","1","6","3","69","18"
"Mergim Berisha","GER","FW","Augsburg","0.4","18","1","1","8","9","3","0","0","0","11","71","34","2","0","1","2","3","14","8"
"Bernardo","BRA","DF","Bochum","19.8","1249","118","553","605","98","28","5","3","2","630","3164","1475","14","7","1","11","8","693","14"
"Alexander Bernhardsson","SWE","FW,MF","Holstein Kiel","14.0","520","23","109","223","202","41","53","22","26","264","1650","839","25","19","13","36","18","304","72"
"Matúš Bero","SVK","MF","Bochum","28.5","1619","58","257","747","637","56","55","19","36","736","3206","1418","29","37","9","46","23","833","111"
"Jan-Niklas Beste","GER","FW,MF","Freiburg","2.4","136","2","23","50","65","11","8","2","6","73","396","196","5","6","4","6","3","75","20"
"El Bilal Touré","MLI","FW,MF","Stuttgart","4.0","137","1","6","49","85","23","6","3","3","72","379","168","6","5","4","10","2","110","25"
"Tom Bischof","GER","MF,FW","Hoffenheim","28.4","1951","76","376","957","634","46","64","29","32","962","4689","2092","47","34","9","41","38","1146","102"
"Leonardo Bittencourt","GER","MF","Werder Bremen","10.9","801","8","148","455","205","20","5","1","3","530","2429","992","19","13","2","12","2","583","38"
"Myron Boadu","NED","FW","Bochum","11.6","287","7","19","123","150","46","23","11","12","179","840","343","12","9","7","30","15","209","70"
"Sacha Boey","FRA","DF","Bayern Munich","6.6","580","16","83","272","226","11","19","6","11","360","1543","745","18","9","4","11","7","416","63"
"Victor Boniface","NGA","FW","Leverkusen","11.2","400","5","24","163","215","77","35","15","19","207","1148","507","26","12","15","43","29","319","61"
"Sebastiaan Bornauw","BEL","DF","Wolfsburg","8.8","428","50","170","239","21","10","1","0","1","206","920","379","3","2","0","2","1","230","1"
"Carlo Boukhalfa","MAR","MF","St. Pauli","18.3","651","28","118","315","222","29","28","12","16","290","1281","486","10","9","3","31","20","393","44"
"Julian Brandt","GER","MF","Dortmund","25.6","1455","13","155","671","645","81","54","19","32","869","4116","2014","61","48","17","48","36","1097","199"
"Tim Breithaupt","GER","MF","Augsburg","1.3","75","2","18","49","8","1","2","2","0","44","174","67","1","0","0","3","2","47","1"
"Maximilian Breunig","GER","FW,MF","Heidenheim","3.9","140","5","17","77","51","17","7","3","3","78","304","138","5","4","2","15","6","96","13"
"Moritz Broschinski","GER","FW,MF","Bochum","15.4","552","19","54","211","297","68","53","14","38","322","1887","814","37","21","13","69","33","385","130"
"Nathaniel Brown","GER","DF,MF","Eint Frankfurt","21.6","1174","43","314","485","389","50","33","11","17","600","3259","1680","45","31","6","30","12","658","119"
"Jacob Bruun Larsen","DEN","FW,MF","Hoffenheim","4.4","226","3","17","82","133","30","21","7","13","147","896","471","16","13","8","9","9","167","41"
